"URI","Label","Project","Project URI","Item Category","Last Updated","Authorship","Latitude (WGS-84)","Longitude (WGS-84)","Geospatial note","Early Date (BCE/CE)","Late Date (BCE/CE)","Context URI","Context (1)","Context (2)","Context (3)","Context (4)","Has Biological Taxonomy [URI]","Has Biological Taxonomy [Label]","Has anatomical identification [URI]","Has anatomical identification [Label]","Has fusion character [Proximal URI]","Has fusion character [Proximal Label]","Has fusion character [Distal URI]","Has fusion character [Distal Label]","Has physiological sex determination [URI]","Has physiological sex determination [Label]","Sorting Number","Excavation Method","Mammal","Nisp","Weight (g)","Element","Spine Portion","Fusion Status","# Of Fragments","Lateral Present","Principle Author / Analyst","Side","Side (english)","Dorsal and Middle Present","Mollusk","Cranial Present","Mid-shaft Present","Proximal and Shaft Present","Medial Present","Proximal Present","Cranial Protion","Caudal Present","Aves","# Of Complete Bones","Stylopod","Burning- Grey","Dorsal Present","Mandibular Portion","Gb","Phalanx","Glpe","Bp","Tp","Ld","Bd","Body Size","Tal_gll","Tal_glm","Tal_tm","Tal_bd","Gl","V_pl","Distal Present","Shaft and Distal Present","Payne (1973) Mandible Wear Stage","Burning- Black","Bpc","Carpal/tarsal","Ventral Present","Tal_tl","Tooth Wear (grant)","Humerus Breadth Of Trochlea","Humerus Height Of Trochlea","Cox_la","Cox_kb","Cox_kh","Sex","Middle and Ventral Present","Cut Marks","Carnivore Gnawing","Part Burned","V_bfcr","V_bfcd","V_h","V_lcde","V_lapa","V_bpacd","V_kbw","Scap_klc","Td","Gldp4","Gbdp4","Glm1","Gbm1","U_hz_bas","Oroabohz","Dorsobhz","Glm3","Gbm3","Burning- Brown","Moll_gh","Cox_ku","Bfp","Scap_glp","Lg","Bg","Moll_gl","P3_dls","P3_ld","P3_mbs","Others","Bfd","Burning- White","Left","Dd","Cd","Pisces","Ulna Measurement Tpa","Ulna Measurement Kto","Scap_dha","Tc","Lop","Chopped"
"http://opencontext.org/subjects/21A23CD3-116E-4371-41A5-B79621CC6205","Bone 1475","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/32609438","Sheep/goat","http://purl.obolibrary.org/obo/UBERON_0002228","rib","","","","","","","0.01475","hand collected","Ovis/Capra","1.0","3.0","Costa","C.spuria","","1.0","","Alfred Galik","sin","left","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/4728C47D-769A-4D5C-B792-CF1986BC3331","Bone 1476","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/32609438","Sheep/goat","http://purl.obolibrary.org/obo/UBERON_0002228","rib","","","","","","","0.01476","hand collected","Ovis/Capra","1.0","2.5","Costa","C.vera","","1.0","","Alfred Galik","sin","left","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/80E3C898-F004-44B8-164A-2F69BFAA9950","Bone 1477","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/32609438","Sheep/goat","http://purl.obolibrary.org/obo/UBERON_0002228","rib","","","","","","","0.01477","hand collected","Ovis/Capra","1.0","1.5","Costa","C.spuria","","1.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/FB8C705D-8A47-47A3-2264-95CF655B68BC","Bone 1478","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/32609438","Sheep/goat","http://purl.obolibrary.org/obo/UBERON_0002228","rib","","","","","","","0.01478","hand collected","Ovis/Capra","1.0","2.0","Costa","C.vera","","1.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/4724544D-555A-461C-A3E8-F3F388384075","Bone 1479","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/32609438","Sheep/goat","http://purl.obolibrary.org/obo/UBERON_0002228","rib","","","","","","","0.01479","hand collected","Ovis/Capra","1.0","2.0","Costa","C.vera","","1.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/C0F98131-7CBC-40CC-B10A-8086AF74C187","Bone 1480","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/1642","Mammalia","http://purl.obolibrary.org/obo/UBERON_0002228","rib","","","","","","","0.0148","hand collected","sizeclass mid sized mammal","7.0","4.5","Costa","","","7.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/C5D83757-1A35-4342-2461-EC16ACD9728D","Bone 1481","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/1642","Mammalia","http://purl.obolibrary.org/obo/UBERON_0001474","bone","","","","","","","0.01481","hand collected","sizeclass mid sized mammal","32.0","62.0","Langknochen","","","","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/843934BF-F07A-43FD-1B3A-4F9ED153C258","Bone 1482","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/1642","Mammalia","http://purl.obolibrary.org/obo/UBERON_0003128","cranium","","","","","","","0.01482","hand collected","sizeclass large mammal","6.0","33.5","cran. Fragm.","","","6.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/0364B30D-AB70-4CAB-9F28-3DBB603C43E8","Bone 1483","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/1642","Mammalia","http://purl.obolibrary.org/obo/UBERON_0003128","cranium","","","","","","","0.01483","hand collected","sizeclass mid sized mammal","9.0","15.0","cran. Fragm.","","","9.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/CDD52893-0441-4F37-173B-CEA26E19BA3A","Bone 1484","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0001095","caudal vertebra","","","","","","","0.01484","hand collected","Bos primigenius f. taur.","1.0","2.5","Vert. caud.","","E_f","1.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/FAEF904C-FB6B-43AE-1142-363301E17F25","Bone 1485","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002347","thoracic vertebra","","","","","","","0.01485","hand collected","Bos primigenius f. taur.","1.0","2.0","Vert. thor.","V.thor.arcus","2-4m","1.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/459B2986-028D-440D-36DE-408CF129FDDF","Bone 1486","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002347","thoracic vertebra","","","","","","","0.01486","hand collected","Bos primigenius f. taur.","1.0","4.0","Vert. thor.","V.thor.arcus","","1.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/C103A9D4-BD85-408E-D72C-7111C4094FEB","Bone 1487","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/1642","Mammalia","http://purl.obolibrary.org/obo/UBERON_0001474","bone","","","","","","","0.01487","hand collected","sizeclass large mammal","14.0","95.5","Langknochen","","","14.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/0938EEA6-76FD-481F-F88C-A6C10F45FEB2","Bone 1488","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002228","rib","","","","","","","0.01488","hand collected","Bos primigenius f. taur.","1.0","2.5","Costa","C.spuria","","1.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/BEAF08D9-B6C2-461E-F4CA-3B0F90494F42","Bone 1489","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002228","rib","","","","","","","0.01489","hand collected","Bos primigenius f. taur.","1.0","3.5","Costa","C.spuria","","1.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/964CF253-13C9-4F64-90D6-1BA1C986CF0C","Bone 1490","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","","","","","","","","","","","0.0149","hand collected","indeterminate","0.0","84.5","indeterminate","","","0.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/D466EC4C-8FC9-4303-B781-EB592B8F7469","Bone 1491","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0000981","femur","","","","","","","0.01491","hand collected","Bos primigenius f. taur.","1.0","19.0","Femur","","pE_f?","1.0","","Alfred Galik","sin","left","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/7F2AE60D-18CF-43E5-7D6F-B7CE89371F35","Bone 1492","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0001424","ulna","http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-unfused","Proximal epiphysis unfused","","","","","0.01492","hand collected","Bos primigenius f. taur.","1.0","10.0","Ulna","","pE_uf","","","Alfred Galik","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/FA474000-5358-4DD4-B4D7-4C0B3196CFC3","Bone 1493","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0001424","ulna","","","","","","","0.01493","hand collected","Bos primigenius f. taur.","1.0","35.5","Ulna","","","1.0","","Alfred Galik","dext","right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/8A5A03A0-3A29-4518-3C6E-FF5A758D2DF9","Bone 1494","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0001424","ulna","http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-unfused","Proximal epiphysis unfused","","","","","0.01494","hand collected","Bos primigenius f. taur.","1.0","7.5","Ulna","","pE_uf","1.0","","Alfred Galik","dext","right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/DD02550B-EEDD-4113-D36F-ABAAB0C92648","Bone 1495","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0001423","radius bone","http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-fused","Proximal epiphysis fused","","","","","0.01495","hand collected","Bos primigenius f. taur.","1.0","16.0","Radius","","pE_f","1.0","","Alfred Galik","sin","left","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/A79B5A34-83B8-4569-16AD-3D15C32B35E0","Bone 1496","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0001423","radius bone","http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-fused","Proximal epiphysis fused","","","","","0.01496","hand collected","Bos primigenius f. taur.","1.0","12.5","Radius","","pE_f","1.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/30B96903-BBD1-47AD-9D58-41F5054F9ECC","Bone 1497","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0001423","radius bone","","","http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-unfused","Distal epiphysis unfused","","","0.01497","hand collected","Bos primigenius f. taur.","1.0","17.5","Radius","","dE_uf","1.0","","Alfred Galik","sin","left","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/B1031169-7F1C-46FC-3991-50BC372E318A","Bone 1498","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0001423","radius bone","","","http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-unfused","Distal epiphysis unfused","","","0.01498","hand collected","Bos primigenius f. taur.","1.0","","Radius","","dE_uf","1.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/93540779-4286-4106-E010-0CFB577D7E5E","Bone 1499","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0000981","femur","","","http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-unfused","Distal epiphysis unfused","","","0.01499","hand collected","Bos primigenius f. taur.","1.0","7.5","Femur","","dE_uf","1.0","","Alfred Galik","dext","right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/722A733C-A15C-4118-3D62-7EFA66267A56","Bone 1500","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0000981","femur","","","http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-unfused","Distal epiphysis unfused","","","0.015","hand collected","Bos primigenius f. taur.","1.0","10.0","Femur","","dE_uf","1.0","","Alfred Galik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/8A7A63C8-A672-4AD1-2C9C-40E7C3CBD4A2","Bone 1501","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0006849","scapula","","","","","","","0.01501","hand collected","Bos primigenius f. taur.","1.0","7.5","Scapula","","","1.0","","Alfred Galik","dext","right","","","","","","","","","","","","Spina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/8DC930CA-A9F6-4EDA-9F8B-BC41157CB796","Bone 1502","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0006849","scapula","","","","","","","0.01502","hand collected","Bos primigenius f. taur.","1.0","33.5","Scapula","","adult","1.0","","Alfred Galik","sin","left","","","","","","","","","","","","Spina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/921C2F2C-BE14-4D60-434D-8CBDD05361D7","Bone 1503","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/69DE3F84-33A5-4364-C28C-47F093C9464A","Turkey","Barcın Höyük","Trench L13","Phase VID","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0006849","scapula","","","","","","","0.01503","hand collected","Bos primigenius f. taur.","1.0","12.5","Scapula","","adult","1.0","","Alfred Galik","dext","right","","","","","","","","","","","","Spina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
