"URI","Label","Project","Project URI","Item Category","Last Updated","Authorship","Latitude (WGS-84)","Longitude (WGS-84)","Geospatial note","Early Date (BCE/CE)","Late Date (BCE/CE)","Context URI","Context (1)","Context (2)","Context (3)","Context (4)","Has Biological Taxonomy [URI]","Has Biological Taxonomy [Label]","Has anatomical identification [URI]","Has anatomical identification [Label]","Has fusion character [Proximal URI]","Has fusion character [Proximal Label]","Has fusion character [Distal URI]","Has fusion character [Distal Label]","Has physiological sex determination [URI]","Has physiological sex determination [Label]","Sorting Number","Excavation Method","Mammal","Nisp","Weight (g)","Element","Spine Portion","Fusion Status","# Of Fragments","Lateral Present","Principle Author / Analyst","Side","Side (english)","Dorsal and Middle Present","Mollusk","Cranial Present","Mid-shaft Present","Proximal and Shaft Present","Medial Present","Proximal Present","Cranial Protion","Caudal Present","Aves","# Of Complete Bones","Stylopod","Burning- Grey","Dorsal Present","Mandibular Portion","Gb","Phalanx","Glpe","Bp","Tp","Ld","Bd","Body Size","Tal_gll","Tal_glm","Tal_tm","Tal_bd","Gl","V_pl","Distal Present","Shaft and Distal Present","Payne (1973) Mandible Wear Stage","Burning- Black","Bpc","Carpal/tarsal","Ventral Present","Tal_tl","Tooth Wear (grant)","Humerus Breadth Of Trochlea","Humerus Height Of Trochlea","Cox_la","Cox_kb","Cox_kh","Sex","Middle and Ventral Present","Cut Marks","Carnivore Gnawing","Part Burned","V_bfcr","V_bfcd","V_h","V_lcde","V_lapa","V_bpacd","V_kbw","Scap_klc","Td","Gldp4","Gbdp4","Glm1","Gbm1","U_hz_bas","Oroabohz","Dorsobhz","Glm3","Gbm3","Burning- Brown","Moll_gh","Cox_ku","Bfp","Scap_glp","Lg","Bg","Moll_gl","P3_dls","P3_ld","P3_mbs","Others","Bfd","Burning- White","Left","Dd","Cd","Pisces","Ulna Measurement Tpa","Ulna Measurement Kto","Scap_dha","Tc","Lop","Chopped"
"http://opencontext.org/subjects/28689A6E-5481-4F41-FBC3-6EBEEA30CEFE","Bone 551","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0003821","metapodium bone","","","","","","","0.00551","hand collected","Bos primigenius f. taur.","17.5","","Metapodium","","dE_f?","17.5","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/E22DDBDC-D7E1-4BE3-C971-155D934AAE33","Bone 552","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0013587; http://purl.obolibrary.org/obo/UBERON_0003647; http://purl.obolibrary.org/obo/UBERON_0003648; http://purl.obolibrary.org/obo/UBERON_0003649","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","","","http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-unfused","Distal epiphysis unfused","","","0.00552","hand collected","Bos primigenius f. taur.","15.0","","Metacarpus","","dE_uf","15.0","","Alfred Galik","dext","right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/FFE44DEE-0661-43A1-4B74-84CCC88920B3","Bone 553","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0003821","metapodium bone","","","http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-unfused","Distal epiphysis unfused","","","0.00553","hand collected","Bos primigenius f. taur.","5.0","","Metapodium","","dE_uf","5.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/0266E6C4-19A4-49B9-38A6-2E554A075130","Bone 554","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0003821","metapodium bone","","","","","","","0.00554","hand collected","Bos primigenius f. taur.","19.0","","Metapodium","","MP-rays_uf","19.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","41.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/6803EC84-F0DC-40EF-27EF-B0207A2FF5A0","Bone 555","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0003821","metapodium bone","","","http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-unfused","Distal epiphysis unfused","","","0.00555","hand collected","Bos primigenius f. taur.","8.5","","Metapodium","","dE_uf","8.5","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/C2E75840-9212-40B4-00EA-CC38945257AA","Bone 556","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0003821","metapodium bone","","","http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-unfused","Distal epiphysis unfused","","","0.00556","hand collected","Bos primigenius f. taur.","3.0","","Metapodium","","dE_uf","3.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/4D53174C-16F4-40DA-6A5A-2A4CED741619","Bone 557","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0004302","proximal phalanx","http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-unfused","Proximal epiphysis unfused","","","","","0.00557","hand collected","Bos primigenius f. taur.","9.0","","Phalanx prox.","","pE_uf","9.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/2C59DC28-9461-44EA-DA42-B71457CB9DD7","Bone 558","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0004302","proximal phalanx","http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-unfused","Proximal epiphysis unfused","","","","","0.00558","hand collected","Bos primigenius f. taur.","16.0","","Phalanx prox.","","pE_uf","16.0","","Alfred Galik","0","","","","","","","","","","","","1.0","","","","","","","42.0","24.6","26.6","23.3","26.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/67C2EAA8-5169-4228-312D-50560A814427","Bone 559","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0004302","proximal phalanx","http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-unfused","Proximal epiphysis unfused","","","","","0.00559","hand collected","Bos primigenius f. taur.","11.5","","Phalanx prox.","","pE_uf","11.5","","Alfred Galik","0","","","","","","","","","","","","1.0","","","","","","","42.0","22.4","25.5","20.0","25.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/2FCD4299-4332-4D11-822B-05BA4EC87F3E","Bone 560","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0004301","middle phalanx","http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-fused","Proximal epiphysis fused","","","","","0.0056","hand collected","Bos primigenius f. taur.","12.0","","Phalanx med.","","pE_f","","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/97A71C24-D2BA-43DD-E6DE-56E3DBBF50DB","Bone 561","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0001479","sesamoid bone","","","","","","","0.00561","hand collected","Bos primigenius f. taur.","3.0","","Os sesamoideum","","","3.0","","Alfred Galik","0","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/786F4B5E-B1AA-4387-A68D-E10D0E52C6D2","Bone 562","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0004300","distal phalanx","","","","","","","0.00562","hand collected","Bos primigenius f. taur.","6.5","","Phalanx dist.","","2-4m","6.5","","Alfred Galik","0","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.7","35.4","13.3","","","","","","","","","","","","",""
"http://opencontext.org/subjects/D1D0E2F4-1BBC-4A2E-B422-49B688325C48","Bone 563","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0001684","mandible","","","","","","","0.00563","hand collected","Bos primigenius f. taur.","1.0","13.5","Mandibula","","adult","1.0","","Alfred Galik","dext","right","","","","","","","","","","","","","","","Ramus mandibulae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/2D39CE49-6A3B-4974-D814-B6D86DFD7870","Bone 564","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0013587; http://purl.obolibrary.org/obo/UBERON_0003647; http://purl.obolibrary.org/obo/UBERON_0003648; http://purl.obolibrary.org/obo/UBERON_0003649","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","","","http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused","Distal epiphysis fused","","","0.00564","hand collected","Bos primigenius f. taur.","1.0","5.0","Metacarpus","","dE_f","1.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/50E24599-E9EA-47F2-E785-669F0B0FA25D","Bone 565","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002413","cervical vertebra","","","","","","","0.00565","hand collected","Bos primigenius f. taur.","1.0","6.0","Vert. cerv.","Atlas","2-4m","1.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/36420D79-1718-4955-F7A8-DD8DA8E32BF6","Bone 566","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/32609438","Sheep/goat","http://purl.obolibrary.org/obo/UBERON_0002413","cervical vertebra","","","","","","","0.00566","hand collected","Ovis/Capra","1.0","7.5","Vert. cerv.","Atlas","adult","1.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/67238318-A6A5-486D-687C-0F3E3A7E687B","Bone 567","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-22","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002347","thoracic vertebra","","","","","","","0.00567","hand collected","Bos primigenius f. taur.","1.0","11.5","Vert. thor.","V.thor.corp.","E_uf","1.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","small","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/15D0B64B-FFC7-4F99-E744-54B5BCE01F55","Bone 568","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002347","thoracic vertebra","","","","","","","0.00568","hand collected","Bos primigenius f. taur.","1.0","10.5","Vert. thor.","V.thor.ant.","E_uf","1.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","small","","","","","","30.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/3BEAB345-4AE9-496E-1A52-0E3FFBC8F857","Bone 569","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002347","thoracic vertebra","","","","","","","0.00569","hand collected","Bos primigenius f. taur.","1.0","6.0","Vert. thor.","V.thor.P.spin.","","1.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","large","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/F3F7E250-48B8-412B-1FA3-F094A6539022","Bone 570","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002347","thoracic vertebra","","","","","","","0.0057","hand collected","Bos primigenius f. taur.","1.0","17.5","Vert. thor.","V.thor.P.spin.","","1.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/B509B8B1-A7BB-47A7-9FCA-344FCE840AB0","Bone 571","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002414","lumbar vertebra","","","","","","","0.00571","hand collected","Bos primigenius f. taur.","1.0","7.5","Vert. lumb.","V.lumb.postzyg.","","1.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/1972587C-5CF3-4F11-BD5C-49D621D7A454","Bone 572","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002228","rib","","","","","","","0.00572","hand collected","Bos primigenius f. taur.","1.0","3.5","Costa","C.spuria","","1.0","","Alfred Galik","sin","left","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/AB56F0F5-AC54-4607-1792-20B5A10FDF54","Bone 573","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002228","rib","","","","","","","0.00573","hand collected","Bos primigenius f. taur.","1.0","3.5","Costa","C.vera","E_f","1.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/9E143AAA-226F-4071-6244-1A488F116451","Bone 574","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002228","rib","","","","","","","0.00574","hand collected","Bos primigenius f. taur.","1.0","10.0","Costa","C.vera","","1.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/C560D2A1-9874-4522-4F8D-3E6A722E4FB1","Bone 575","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002236","costal cartilage","","","","","","","0.00575","hand collected","Bos primigenius f. taur.","1.0","3.0","Costa cartil.","C.cartil.","","1.0","","Alfred Galik","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/970E1CE5-812C-4D2D-6758-0D83DF04226A","Bone 576","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002228","rib","","","","","","","0.00576","hand collected","Bos primigenius f. taur.","1.0","2.5","Costa","C.vera","0-2m","1.0","","Alfred Galik","dext","right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/155F0ACD-D9A3-48FF-D0B4-5114AC5670BC","Bone 577","Barçın Höyük Zooarchaeology","http://opencontext.org/projects/74749949-4FD4-4C3E-C830-5AA75703E08E","Animal Bone","2014-07-23","Alfred Galik","40.267036000000000000000","29.602058000000000000000","Best available location data","-6500","-6000","http://opencontext.org/subjects/BD346191-D087-448A-E8D9-7DE49C4CB83C","Turkey","Barcın Höyük","Trench L11","Phase VIB","http://eol.org/pages/328699","Bos taurus Linnaeus, 1758","http://purl.obolibrary.org/obo/UBERON_0002228","rib","","","","","","","0.00577","hand collected","Bos primigenius f. taur.","1.0","5.0","Costa","C.vera","0-2m","1.0","","Alfred Galik","dext","right","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
