"Element_Portion","Element","ID","Specimen_No","i.Element_Portion","Immature","Site","Taxon","Anatomy","Proximal Fusion","Distal Fusion"
5,"Mtt_dist","Barcin Bone 3302",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis unfused"
11,"Tib_dist","Barcin Bone 3314",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","tibia","",""
3,"Mtc_dist","Barcin Bone 3401",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","","Distal epiphysis fused"
5,"Mtt_dist","Barcin Bone 3406",38,5,0,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis fused"
7,"PH1","Barcin Bone 3413",39,7,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
7,"PH1","Barcin Bone 3414",40,7,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis unfused",""
14,"Hum","Barcin Bone 3438",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","","Distal epiphysis unfused"
14,"Hum","Barcin Bone 3439",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","","Distal epiphysis fused"
17,"Tib_prox","Barcin Bone 3440",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","tibia","Proximal epiphysis unfused",""
2,"Cal","Barcin Bone 3442",41,2,1,"Barcin","Bos taurus Linnaeus, 1758","calcaneus","Proximal epiphysis unfused",""
2,"Cal","Barcin Bone 3443",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","calcaneus","",""
4,"Mtc_prox","Barcin Bone 3444",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","",""
7,"PH1","Barcin Bone 3445",42,7,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
15,"Pel","Barcin Bone 3446",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
4,"Mtc_prox","Barcin Bone 3472",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","",""
4,"Mtc_prox","Barcin Bone 3473",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","fused metacarpal bones 3 and 4; metacarpal bone of digit 3; metacarpal bone of digit 4; metacarpal bone of digit 5","",""
7,"PH1","Barcin Bone 3475",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","",""
15,"Pel","Barcin Bone 3480",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
8,"PH2","Barcin Bone 3499",43,8,0,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis fused",""
15,"Pel","Barcin Bone 3508",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
15,"Pel","Barcin Bone 3509",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
6,"Mtt_prox","Barcin Bone 3527",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
15,"Pel","Barcin Bone 3528",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
7,"PH1","Barcin Bone 3537",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis unfused",""
14,"Hum","Barcin Bone 3555",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","","Distal epiphysis fused"
14,"Hum","Barcin Bone 3556",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","","Distal epiphysis fused"
11,"Tib_dist","Barcin Bone 3557",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","tibia","","Distal epiphysis fused"
17,"Tib_prox","Barcin Bone 3558",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","tibia","Proximal epiphysis unfused",""
6,"Mtt_prox","Barcin Bone 3563",45,6,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
5,"Mtt_dist","Barcin Bone 3564",46,5,0,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis fused"
5,"Mtt_dist","Barcin Bone 3565",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis unfused"
5,"Mtt_dist","Barcin Bone 3566",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis unfused"
2,"Cal","Barcin Bone 3567",47,2,1,"Barcin","Bos taurus Linnaeus, 1758","calcaneus","",""
15,"Pel","Barcin Bone 3568",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
6,"Mtt_prox","Barcin Bone 3602",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","",""
7,"PH1","Barcin Bone 3603",48,7,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis unfused",""
8,"PH2","Barcin Bone 3604",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","",""
15,"Pel","Barcin Bone 3605",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","innominate bone","",""
16,"Sca","Barcin Bone 3609",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","scapula","","Distal epiphysis unfused"
7,"PH1","Barcin Bone 3627",49,7,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","",""
7,"PH1","Barcin Bone 3628",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","",""
8,"PH2","Barcin Bone 3629",50,8,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","",""
8,"PH2","Barcin Bone 3630",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","",""
16,"Sca","Barcin Bone 3631",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","scapula","",""
13,"Fem_prox","Barcin Bone 3633",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","femur","",""
16,"Sca","Barcin Bone 3639",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","scapula","","Distal epiphysis unfused"
2,"Cal","Barcin Bone 3646",51,2,0,"Barcin","Bos taurus Linnaeus, 1758","calcaneus","Proximal epiphysis fused",""
7,"PH1","Barcin Bone 3650",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","proximal phalanx","Proximal epiphysis fused",""
8,"PH2","Barcin Bone 3651",52,8,0,"Barcin","Bos taurus Linnaeus, 1758","middle phalanx","Proximal epiphysis fused",""
14,"Hum","Barcin Bone 3652",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","humerus","","Distal epiphysis fused"
2,"Cal","Barcin Bone 3671",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","calcaneus","Proximal epiphysis fused",""
5,"Mtt_dist","Barcin Bone 3673",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","metatarsal bone of digit 5; metatarsal bone of digit 2; fused metatarsal bones 3 and 4","","Distal epiphysis unfused"
12,"Fem_dist","Barcin Bone 3680",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","femur","","Distal epiphysis fused"
18,"Uln","Barcin Bone 3681",NA,NA,0,"Barcin","Bos taurus Linnaeus, 1758","ulna","Proximal epiphysis fused",""
13,"Fem_prox","Barcin Bone 3720",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","femur","",""
13,"Fem_prox","Barcin Bone 3737",NA,NA,1,"Barcin","Bos taurus Linnaeus, 1758","femur","",""
