"URI","Label","Project","Project URI","Item Category","Last Updated","Authorship","Latitude (WGS-84)","Longitude (WGS-84)","Geospatial note","Early Date (BCE/CE)","Late Date (BCE/CE)","Context URI","Context (1)","Context (2)","Context (3)","Has Biological Taxonomy [URI]","Has Biological Taxonomy [Label]","Has anatomical identification [URI]","Has anatomical identification [Label]","Has fusion character [Proximal URI]","Has fusion character [Proximal Label]","Has fusion character [Distal URI]","Has fusion character [Distal Label]","Has physiological sex determination [URI]","Has physiological sex determination [Label]","Taxon","Element","Date","Year","Phase","Contemporary With","Author","Category","Has note","Side","Distal Preservation","Distal Fusion","H","Part Id","Level","Locus","Dental Series","Tooth","Maxilla","Payne Code","Left","Dtb","Ducos Index","Age Class","Age (years)","Study","Notes","Preservation Notes","Tool","Diaphysis Preservation","Proximal Preservation","Proximal Fusion","Bd","Bp","SD","GL","Age","Series (dental Series)","Burned","Dp","Htr","Btt","Note","Dfd","Identifer Assignment","DPA","Additional Observations","GLl","Dl","Hva","Hvm","Hvp","Remark","GLP","LG","BG","GLm","BFd","Sex","BFp","Dfp","SDO","BPC","LO","GD","Grant Code","Dd","BT","GB"," Gb","DLS"," Ld ","HP","MBS"
"http://opencontext.org/subjects/E9776B9B-0565-4188-2A6D-E81D8B60E077","Bone 1938","Faunal Data from Neolithic Menteşe","http://opencontext.org/projects/42EAD4DB-BAED-4A58-9B9B-7EC85266D2A9","Animal Bone","2016-04-02","Lionel Gourichon; Daniel Helmer","40.276645000000002028173","29.523892000000000024329","Best available location data","-5800","-5600","http://opencontext.org/subjects/A99CD2DA-5875-4D85-CFC0-49DC9553F800","Turkey","Mentese Höyük","Lot 642","http://eol.org/pages/39510","Ovis","http://purl.obolibrary.org/obo/UBERON_0000976","humerus","","","http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fused","Distal epiphysis fused","","","Ovis","Humerus","2000-07-19 00:00:00","2000.0","Late (Layer 1)","Ilipinar VA","Lionel Gourichon","Mammal bone","<div>Most bone identifiers originated from the source data. In some cases, Open Context editors assigned bone identifiers for records missing IDs. These cases are noted with the prefix ""No-ID-"".  </div>          '","","present","fused","","","","","","","","","","","","","","","","incomplete","","","","","","","","","","","","","17.5; 13.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/1A85B044-4D7A-4544-96CB-76CA393C5586","Bone 1939","Faunal Data from Neolithic Menteşe","http://opencontext.org/projects/42EAD4DB-BAED-4A58-9B9B-7EC85266D2A9","Animal Bone","2016-04-02","Lionel Gourichon; Daniel Helmer","40.276645000000002028173","29.523892000000000024329","Best available location data","-5800","-5600","http://opencontext.org/subjects/A99CD2DA-5875-4D85-CFC0-49DC9553F800","Turkey","Mentese Höyük","Lot 642","http://eol.org/pages/39510","Ovis","http://purl.obolibrary.org/obo/UBERON_0001450","calcaneus","","","","","","","Ovis","Calcaneus","2000-07-19 00:00:00","2000.0","Late (Layer 1)","Ilipinar VA","Lionel Gourichon","Mammal bone","<div>Most bone identifiers originated from the source data. In some cases, Open Context editors assigned bone identifiers for records missing IDs. These cases are noted with the prefix ""No-ID-"".  </div>          '","Left","","","20.7","","","","","","","","","","","","","","","","","","","","","","","51.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.2","","","","",""
"http://opencontext.org/subjects/1E2776FE-F09D-4FDB-1583-4B7CBF39765D","Bone 1940","Faunal Data from Neolithic Menteşe","http://opencontext.org/projects/42EAD4DB-BAED-4A58-9B9B-7EC85266D2A9","Animal Bone","2016-04-02","Lionel Gourichon; Daniel Helmer","40.276645000000002028173","29.523892000000000024329","Best available location data","-5800","-5600","http://opencontext.org/subjects/A99CD2DA-5875-4D85-CFC0-49DC9553F800","Turkey","Mentese Höyük","Lot 642","http://eol.org/pages/39510","Ovis","http://purl.obolibrary.org/obo/UBERON_0001474","bone","","","","","","","Ovis","Identified bone","2000-07-19 00:00:00","2000.0","Late (Layer 1)","Ilipinar VA","Lionel Gourichon","Mammal bone","<div>Most bone identifiers originated from the source data. In some cases, Open Context editors assigned bone identifiers for records missing IDs. These cases are noted with the prefix ""No-ID-"".  </div>          '","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/133FD449-37A8-4DB0-6491-A321636ECBDC","Bone 1941","Faunal Data from Neolithic Menteşe","http://opencontext.org/projects/42EAD4DB-BAED-4A58-9B9B-7EC85266D2A9","Animal Bone","2016-04-02","Lionel Gourichon; Daniel Helmer","40.276645000000002028173","29.523892000000000024329","Best available location data","-5800","-5600","http://opencontext.org/subjects/A99CD2DA-5875-4D85-CFC0-49DC9553F800","Turkey","Mentese Höyük","Lot 642","http://eol.org/pages/39510","Ovis","http://purl.obolibrary.org/obo/UBERON_0001474","bone","","","","","","","Ovis","Identified bone","2000-07-19 00:00:00","2000.0","Late (Layer 1)","Ilipinar VA","Lionel Gourichon","Mammal bone","<div>Most bone identifiers originated from the source data. In some cases, Open Context editors assigned bone identifiers for records missing IDs. These cases are noted with the prefix ""No-ID-"".  </div>          '","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/5FEAC98D-A223-4F4E-D6AE-7F836931B1A9","Bone 1942","Faunal Data from Neolithic Menteşe","http://opencontext.org/projects/42EAD4DB-BAED-4A58-9B9B-7EC85266D2A9","Animal Bone","2016-04-02","Lionel Gourichon; Daniel Helmer","40.276645000000002028173","29.523892000000000024329","Best available location data","-5800","-5600","http://opencontext.org/subjects/A99CD2DA-5875-4D85-CFC0-49DC9553F800","Turkey","Mentese Höyük","Lot 642","http://eol.org/pages/39510","Ovis","http://purl.obolibrary.org/obo/UBERON_0001423","radius bone","http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-fused","Proximal epiphysis fused","","","","","Ovis","Radius","2000-07-19 00:00:00","2000.0","Late (Layer 1)","Ilipinar VA","Lionel Gourichon","Mammal bone","<div>Most bone identifiers originated from the source data. In some cases, Open Context editors assigned bone identifiers for records missing IDs. These cases are noted with the prefix ""No-ID-"".  </div>          '","Left","","","","","","","","","","","","","","","","","","","","","present","fused","","25.2","13.8","","","","","","","","","","","","","","","","","","","","","","","","","23.5","13.4","","","","","","","","","","","","",""
"http://opencontext.org/subjects/A4A2310D-80EF-476B-6279-9432A9ABA09E","Bone 1943","Faunal Data from Neolithic Menteşe","http://opencontext.org/projects/42EAD4DB-BAED-4A58-9B9B-7EC85266D2A9","Animal Bone","2016-04-02","Lionel Gourichon; Daniel Helmer","40.276645000000002028173","29.523892000000000024329","Best available location data","-5800","-5600","http://opencontext.org/subjects/A99CD2DA-5875-4D85-CFC0-49DC9553F800","Turkey","Mentese Höyük","Lot 642","http://eol.org/pages/39510","Ovis","http://purl.obolibrary.org/obo/UBERON_0006849","scapula","","","","","","","Ovis","Scapula","2000-07-19 00:00:00","2000.0","Late (Layer 1)","Ilipinar VA","Lionel Gourichon","Mammal bone","<div>Most bone identifiers originated from the source data. In some cases, Open Context editors assigned bone identifiers for records missing IDs. These cases are noted with the prefix ""No-ID-"".  </div>          '","Left","","","","","","","","","","","","","","","","","","","","present","present","","","","","","","","","","","","","","","","","","","","","","","27.3","22.0","16.5","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/6BC3ACAB-E231-46CC-C08A-3F1E2B71F94B","Bone 1944","Faunal Data from Neolithic Menteşe","http://opencontext.org/projects/42EAD4DB-BAED-4A58-9B9B-7EC85266D2A9","Animal Bone","2016-04-02","Lionel Gourichon; Daniel Helmer","40.276645000000002028173","29.523892000000000024329","Best available location data","-5800","-5600","http://opencontext.org/subjects/A99CD2DA-5875-4D85-CFC0-49DC9553F800","Turkey","Mentese Höyük","Lot 642","http://eol.org/pages/32609438","Sheep/goat","http://purl.obolibrary.org/obo/UBERON_0001423","radius bone","http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-fused","Proximal epiphysis fused","","","","","Ovis/Capra","Radius","2000-07-19 00:00:00","2000.0","Late (Layer 1)","Ilipinar VA","Lionel Gourichon","Mammal bone","<div>Most bone identifiers originated from the source data. In some cases, Open Context editors assigned bone identifiers for records missing IDs. These cases are noted with the prefix ""No-ID-"".  </div>          '","Right","","","","","","","","","","","","","","","","","","","","","present","fused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/C0ED54CB-AABD-4D74-BC73-DFD01F45DFCE","Bone 1945","Faunal Data from Neolithic Menteşe","http://opencontext.org/projects/42EAD4DB-BAED-4A58-9B9B-7EC85266D2A9","Animal Bone","2016-04-02","Lionel Gourichon; Daniel Helmer","40.276645000000002028173","29.523892000000000024329","Best available location data","-5800","-5600","http://opencontext.org/subjects/A99CD2DA-5875-4D85-CFC0-49DC9553F800","Turkey","Mentese Höyük","Lot 642","http://eol.org/pages/42403","Capra","http://purl.obolibrary.org/obo/UBERON_0001423","radius bone","","","http://opencontext.org/vocabularies/open-context-zooarch/dist-epi-fusing","Distal epiphysis fusing","","","Capra","Radius","2000-07-19 00:00:00","2000.0","Late (Layer 1)","Ilipinar VA","Lionel Gourichon","Mammal bone","<div>Most bone identifiers originated from the source data. In some cases, Open Context editors assigned bone identifiers for records missing IDs. These cases are noted with the prefix ""No-ID-"".  </div>          '","Right","present","line of fusion visible","","","","","","","","","","","","","","","","","","present","","","28.4","","16.7","","","","","","","","","15.1","","","","","","","","","","","","","","25.1","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/A8D505F8-918B-47AF-6124-058C49ABA0A8","Bone 1946","Faunal Data from Neolithic Menteşe","http://opencontext.org/projects/42EAD4DB-BAED-4A58-9B9B-7EC85266D2A9","Animal Bone","2016-04-02","Lionel Gourichon; Daniel Helmer","40.276645000000002028173","29.523892000000000024329","Best available location data","-5800","-5600","http://opencontext.org/subjects/A99CD2DA-5875-4D85-CFC0-49DC9553F800","Turkey","Mentese Höyük","Lot 642","http://eol.org/pages/39510","Ovis","http://purl.obolibrary.org/obo/UBERON_0001424","ulna","http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-unfused","Proximal epiphysis unfused","","","","","Ovis","Ulna","2000-07-19 00:00:00","2000.0","Late (Layer 1)","Ilipinar VA","Lionel Gourichon","Mammal bone","<div>Most bone identifiers originated from the source data. In some cases, Open Context editors assigned bone identifiers for records missing IDs. These cases are noted with the prefix ""No-ID-"".  </div>          '","Left","","","","","","","","","","","","","","","","","","","","","","unfused","","","","","","","","","","","","","","26.1","","","","","","","","","","","","","","","","","16.2","","","","","","","","","","",""
"http://opencontext.org/subjects/78CC2778-7695-423D-AC22-6640312DDFFA","Bone 1947","Faunal Data from Neolithic Menteşe","http://opencontext.org/projects/42EAD4DB-BAED-4A58-9B9B-7EC85266D2A9","Animal Bone","2016-04-02","Lionel Gourichon; Daniel Helmer","40.276645000000002028173","29.523892000000000024329","Best available location data","-5800","-5600","http://opencontext.org/subjects/A99CD2DA-5875-4D85-CFC0-49DC9553F800","Turkey","Mentese Höyük","Lot 642","http://eol.org/pages/39510","Ovis","http://purl.obolibrary.org/obo/UBERON_0004302","proximal phalanx","http://opencontext.org/vocabularies/open-context-zooarch/prox-epi-fused","Proximal epiphysis fused","","","","","Ovis","Phalanx 1","2000-07-19 00:00:00","2000.0","Late (Layer 1)","Ilipinar VA","Lionel Gourichon","Mammal bone","<div>Most bone identifiers originated from the source data. In some cases, Open Context editors assigned bone identifiers for records missing IDs. These cases are noted with the prefix ""No-ID-"".  </div>          '","","present","","","","","","","","","","","","","","","","","","","present","present","fused","12.0","11.8","9.7","37.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/D5ABD013-6C72-4EC8-58E5-FE4F6F0471DB","Bone 1948","Faunal Data from Neolithic Menteşe","http://opencontext.org/projects/42EAD4DB-BAED-4A58-9B9B-7EC85266D2A9","Animal Bone","2016-04-02","Lionel Gourichon; Daniel Helmer","40.276645000000002028173","29.523892000000000024329","Best available location data","-5800","-5600","http://opencontext.org/subjects/A99CD2DA-5875-4D85-CFC0-49DC9553F800","Turkey","Mentese Höyük","Lot 642","http://eol.org/pages/32609438","Sheep/goat","http://purl.obolibrary.org/obo/UBERON_0001474","bone","","","","","","","Ovis/Capra","Identified bone","2000-07-19 00:00:00","2000.0","Late (Layer 1)","Ilipinar VA","Lionel Gourichon","Mammal bone","<div>Most bone identifiers originated from the source data. In some cases, Open Context editors assigned bone identifiers for records missing IDs. These cases are noted with the prefix ""No-ID-"".  </div>          '","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://opencontext.org/subjects/B9552900-F5F3-42F3-495E-063F6ECA3C2F","Bone 1949","Faunal Data from Neolithic Menteşe","http://opencontext.org/projects/42EAD4DB-BAED-4A58-9B9B-7EC85266D2A9","Animal Bone","2016-04-02","Lionel Gourichon; Daniel Helmer","40.276645000000002028173","29.523892000000000024329","Best available location data","-5800","-5600","http://opencontext.org/subjects/A99CD2DA-5875-4D85-CFC0-49DC9553F800","Turkey","Mentese Höyük","Lot 642","http://eol.org/pages/32609438","Sheep/goat","http://purl.obolibrary.org/obo/UBERON_0001474","bone","","","","","","","Ovis/Capra","Identified bone","2000-07-19 00:00:00","2000.0","Late (Layer 1)","Ilipinar VA","Lionel Gourichon","Mammal bone","<div>Most bone identifiers originated from the source data. In some cases, Open Context editors assigned bone identifiers for records missing IDs. These cases are noted with the prefix ""No-ID-"".  </div>          '","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
